OverallQual,Foundation,Neighborhood,BsmtFullBath,MSSubClass,Condition1,RoofStyle,GarageType,TotRmsAbvGrd,HouseStyle,GarageFinish,LotConfig,WoodDeckSF,LandSlope,BldgType,FullBath,BsmtFinType1,LotArea,BsmtExposure,OverallCond,FireplaceQu,GarageArea,BedroomAbvGr,Fireplaces
0.6370733625810783,2,0,-0.8139948456897733,1.4759109424906833,2,1,1,0.2681771016012514,2,1,4,0.4588534355586257,0,4,0.7728722578757155,3,-0.6839496390057266,4,-0.5153644897565868,3,-0.19261743281167334,-1.112669478979227,0.5912984496092958
-0.09492593650211265,1,14,1.1194636272609897,-0.8712279465185363,2,3,1,-0.9630762579516642,2,2,4,1.2951484529071033,0,0,-1.0629089186403549,0,-0.05488258161138238,4,0.39045271134046333,2,0.030694864267752014,0.12803630460758955,0.5912984496092958
-0.09492593650211265,0,7,-0.8139948456897733,-0.16708627981577046,2,1,5,-0.3474495781752064,0,3,4,-0.7380458553254342,0,0,-1.0629089186403549,5,-0.15252449336560656,3,-0.5153644897565868,0,-0.9385755315663495,-1.112669478979227,-0.961391723825186
-0.8269252355853036,1,12,-0.8139948456897733,-0.8712279465185363,2,3,1,-0.3474495781752064,2,2,4,-0.7380458553254342,0,0,-1.0629089186403549,6,0.14419842735417468,4,-0.5153644897565868,5,-0.9100675787476995,0.12803630460758955,0.5912984496092958
-0.09492593650211265,1,12,-0.8139948456897733,-0.8712279465185363,2,1,1,0.2681771016012514,2,2,4,-0.7380458553254342,0,0,-1.0629089186403549,5,-0.09014216085596333,4,0.39045271134046333,0,-0.8387976967010744,1.3687420881944061,-0.961391723825186
-0.8269252355853036,1,7,-0.8139948456897733,-0.16708627981577046,2,1,5,-0.3474495781752064,0,3,4,-0.7380458553254342,0,0,-1.0629089186403549,1,0.09221315026280533,4,0.39045271134046333,0,-1.1286285503573499,0.12803630460758955,-0.961391723825186
-0.09492593650211265,2,8,-0.8139948456897733,0.06762760908515152,2,1,1,0.2681771016012514,5,2,4,0.029197279856655434,0,0,0.7728722578757155,6,-0.23741871108525145,4,-0.5153644897565868,5,-0.08333694700684817,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,12,-0.8139948456897733,0.5370553868869954,2,1,5,-0.3474495781752064,7,3,4,-0.7380458553254342,1,0,-1.0629089186403549,0,-0.3266525693273063,4,-0.5153644897565868,5,0.4488115056079527,0.12803630460758955,0.5912984496092958
1.3690726616642692,2,8,-0.8139948456897733,0.06762760908515152,2,1,1,-0.3474495781752064,5,1,4,0.029197279856655434,0,0,0.7728722578757155,6,-0.15288613007580737,0,-0.5153644897565868,3,-0.3541624987840236,0.12803630460758955,0.5912984496092958
-0.09492593650211265,1,14,-0.8139948456897733,-0.8712279465185363,1,1,1,0.2681771016012514,2,3,4,-0.7380458553254342,0,0,0.7728722578757155,5,-0.08652579375395503,4,-0.5153644897565868,3,-0.09759092341617319,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,17,1.1194636272609897,3.118908164797137,0,1,5,-0.9630762579516642,0,3,4,-0.7380458553254342,0,1,-1.0629089186403549,5,-0.2664400570788681,3,1.2962699124375134,3,-0.32090322049559855,0.12803630460758955,0.5912984496092958
-0.09492593650211265,0,6,-0.8139948456897733,0.30234149798607346,2,1,5,1.499430461154167,5,3,4,-0.7380458553254342,0,0,0.7728722578757155,5,0.5255443382609502,4,2.202087113534563,3,-0.558469493984349,1.3687420881944061,0.5912984496092958
-0.09492593650211265,1,14,-0.8139948456897733,-0.8712279465185363,2,3,1,0.2681771016012514,2,2,4,-0.7380458553254342,0,0,0.7728722578757155,1,0.090766603422002,4,0.39045271134046333,5,0.3252770433938025,0.12803630460758955,0.5912984496092958
-0.09492593650211265,1,2,-0.8139948456897733,2.414766498094371,2,1,5,-1.5787029377281219,5,3,4,-0.7380458553254342,0,3,-1.0629089186403549,0,-0.8197442236861384,4,-0.5153644897565868,0,-1.0145967390827497,-1.112669478979227,-0.961391723825186
-0.09492593650211265,2,14,1.1194636272609897,-0.8712279465185363,2,1,1,-0.3474495781752064,2,2,4,0.5509226117804764,0,0,0.7728722578757155,0,-0.013023132405636276,3,1.2962699124375134,5,0.011689562388651983,0.12803630460758955,2.1439886230437777
-0.09492593650211265,2,11,-0.8139948456897733,-0.8712279465185363,2,1,1,-0.9630762579516642,2,3,0,0.18264590689307336,0,0,-1.0629089186403549,0,-0.14104252781673018,4,-0.5153644897565868,0,0.030694864267752014,0.12803630460758955,-0.961391723825186
-1.5589245346684946,1,11,1.1194636272609897,3.118908164797137,2,1,0,0.2681771016012514,2,1,4,2.6301515081239395,1,1,-1.0629089186403549,1,1.963321488841901,0,-1.4211816908536368,5,4.173850673911558,0.12803630460758955,0.5912984496092958
-0.09492593650211265,2,8,1.1194636272609897,0.06762760908515152,2,1,1,0.8838037813777092,5,1,2,-0.00916487690244905,0,0,0.7728722578757155,3,0.04158401083468909,0,-0.5153644897565868,5,-0.30664924408627353,0.12803630460758955,0.5912984496092958
-0.8269252355853036,2,12,1.1194636272609897,0.5370553868869954,2,3,1,-0.3474495781752064,7,2,0,1.0035960615379091,0,0,-1.0629089186403549,3,0.30422267161804206,0,1.2962699124375134,3,0.030694864267752014,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,9,-0.8139948456897733,-0.16708627981577046,2,1,1,-0.3474495781752064,0,3,4,1.4792868053508048,0,0,-1.0629089186403549,1,0.26787818224285864,4,-0.5153644897565868,0,-0.9290728806267995,1.3687420881944061,-0.961391723825186
1.3690726616642692,2,20,-0.8139948456897733,0.06762760908515152,2,1,1,0.8838037813777092,5,2,4,0.658336650705969,0,0,0.7728722578757155,3,-0.10786235965580401,4,-0.5153644897565868,5,-0.031072366839323087,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,12,1.1194636272609897,-0.8712279465185363,2,3,5,-0.9630762579516642,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,1,-0.1839868871530788,3,1.2962699124375134,0,1.3230553920465542,-1.112669478979227,-0.961391723825186
-0.8269252355853036,2,17,-0.8139948456897733,0.4196984424365345,2,3,5,2.7306838207070827,4,3,0,-0.43114860125259835,0,0,0.7728722578757155,6,-0.2393173038138058,4,-0.5153644897565868,0,-0.558469493984349,-1.112669478979227,-0.961391723825186
1.3690726616642692,2,21,-0.8139948456897733,0.06762760908515152,2,1,1,0.8838037813777092,5,2,0,0.48187072961408833,0,0,2.6086534343917855,6,0.03579782347147581,4,-0.5153644897565868,3,0.629361873459403,1.3687420881944061,0.5912984496092958
-0.09492593650211265,1,12,-0.8139948456897733,-0.16708627981577046,2,1,1,0.2681771016012514,0,2,4,-0.7380458553254342,0,0,-1.0629089186403549,5,-0.08688743046415585,4,1.2962699124375134,3,-0.17836345640234832,0.12803630460758955,0.5912984496092958
-0.09492593650211265,0,3,-0.8139948456897733,-0.16708627981577046,2,1,3,-0.9630762579516642,0,2,0,-0.7380458553254342,0,0,-1.0629089186403549,6,-0.4291765766692417,4,1.2962699124375134,3,-1.28067096539015,0.12803630460758955,0.5912984496092958
-0.8269252355853036,3,11,-0.8139948456897733,-0.8712279465185363,2,3,1,1.499430461154167,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,2,0.9947679697465275,1,-1.4211816908536368,5,-0.6725013052589491,0.12803630460758955,0.5912984496092958
-0.09492593650211265,1,13,-0.8139948456897733,1.4759109424906833,2,1,1,-0.9630762579516642,2,2,4,-0.7380458553254342,0,4,0.7728722578757155,0,-0.5260952150030642,4,-0.5153644897565868,5,-0.17836345640234832,-1.112669478979227,0.5912984496092958
2.1010719607474604,2,16,-0.8139948456897733,-0.8712279465185363,2,3,1,1.499430461154167,2,3,4,-0.7380458553254342,0,0,0.7728722578757155,3,0.08561328030164017,0,-0.5153644897565868,3,1.4085792505025043,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,7,-0.8139948456897733,-0.16708627981577046,2,1,1,0.8838037813777092,0,3,4,-0.7380458553254342,0,0,-1.0629089186403549,4,0.05984666469983102,4,-1.4211816908536368,3,-0.9338242060965746,0.12803630460758955,0.5912984496092958
2.1010719607474604,2,16,1.1194636272609897,0.06762760908515152,2,3,1,2.7306838207070827,5,1,4,0.22868049500399876,0,0,0.7728722578757155,3,0.3798047440500156,0,-0.5153644897565868,3,1.8076905899636049,0.12803630460758955,0.5912984496092958
-0.09492593650211265,0,3,-0.8139948456897733,-0.16708627981577046,2,1,5,-0.3474495781752064,0,3,4,-0.7380458553254342,0,0,-1.0629089186403549,4,-0.4074783740571919,4,0.39045271134046333,3,0.3917955999706526,0.12803630460758955,0.5912984496092958
0.6370733625810783,2,17,1.1194636272609897,0.30234149798607346,2,1,1,0.2681771016012514,5,3,0,-0.7380458553254342,0,0,-1.0629089186403549,0,-0.7456086980949682,4,2.202087113534563,3,-1.4897292860602505,1.3687420881944061,0.5912984496092958
-0.09492593650211265,2,5,1.1194636272609897,-0.8712279465185363,2,1,1,-0.3474495781752064,2,2,4,-0.7380458553254342,0,0,0.7728722578757155,0,0.045381196291797814,4,-0.5153644897565868,0,0.2064939066494273,0.12803630460758955,-0.961391723825186
-0.8269252355853036,1,17,-0.8139948456897733,-0.16708627981577046,1,1,5,0.2681771016012514,0,3,4,1.080320375056118,0,0,-1.0629089186403549,5,0.145644974194978,4,0.39045271134046333,0,0.8669281469481533,-1.112669478979227,-0.961391723825186
-0.09492593650211265,2,8,-0.8139948456897733,0.06762760908515152,2,1,1,0.8838037813777092,5,1,4,0.029197279856655434,0,0,0.7728722578757155,6,-0.24573635541987054,4,-0.5153644897565868,0,-0.36841647519334864,0.12803630460758955,-0.961391723825186
1.3690726616642692,2,15,1.1194636272609897,0.06762760908515152,2,3,1,0.8838037813777092,5,2,1,3.228601153565969,0,0,0.7728722578757155,3,3.240441530916133,4,1.2962699124375134,5,1.1092457459066787,1.3687420881944061,0.5912984496092958
-0.8269252355853036,2,18,-0.8139948456897733,0.30234149798607346,2,1,6,0.2681771016012514,5,0,4,-0.7380458553254342,0,0,-1.0629089186403549,6,-0.2008934033549676,0,0.39045271134046333,0,-2.268946663103352,1.3687420881944061,-0.961391723825186
-0.09492593650211265,1,12,1.1194636272609897,-0.8712279465185363,2,3,1,-0.3474495781752064,2,2,4,-0.7380458553254342,0,0,-1.0629089186403549,5,-0.22575592718127468,4,1.2962699124375134,0,0.12572137366325217,0.12803630460758955,-0.961391723825186
-0.8269252355853036,1,12,-0.8139948456897733,-0.8712279465185363,2,1,1,-0.9630762579516642,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,0,-0.10370353748849447,4,1.2962699124375134,3,-1.0145967390827497,0.12803630460758955,0.5912984496092958
-1.5589245346684946,1,12,-0.8139948456897733,-0.8712279465185363,2,1,6,-0.9630762579516642,2,0,2,-0.7380458553254342,0,0,-1.0629089186403549,0,-0.022335277693307655,4,-0.5153644897565868,4,-2.268946663103352,0.12803630460758955,0.5912984496092958
0.6370733625810783,2,8,-0.8139948456897733,0.06762760908515152,2,1,1,0.2681771016012514,5,1,4,0.3360945339294913,0,0,0.7728722578757155,6,-0.29356281034393034,4,-0.5153644897565868,5,-0.1688608054627983,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,11,-0.8139948456897733,0.7717692757879174,2,1,1,0.8838037813777092,2,3,4,-0.7380458553254342,0,2,0.7728722578757155,6,1.288597796784702,0,-1.4211816908536368,0,0.46781680748705273,1.3687420881944061,-0.961391723825186
-0.09492593650211265,1,14,-0.8139948456897733,0.06762760908515152,2,1,1,1.499430461154167,5,2,4,-0.4464934639562402,0,0,0.7728722578757155,0,0.004787475571754614,4,1.2962699124375134,5,0.6958804300362531,1.3687420881944061,0.5912984496092958
0.6370733625810783,2,16,1.1194636272609897,1.4759109424906833,2,1,1,-0.3474495781752064,2,2,4,0.58161233718776,0,3,0.7728722578757155,3,-0.5194953450418991,4,-0.5153644897565868,3,0.7053830809758032,-1.112669478979227,0.5912984496092958
0.6370733625810783,2,15,1.1194636272609897,0.06762760908515152,2,1,1,0.8838037813777092,5,2,4,1.1033376691115808,0,0,0.7728722578757155,3,-0.050723759444072834,4,-0.5153644897565868,5,0.41080090184975265,0.12803630460758955,0.5912984496092958
0.6370733625810783,2,5,1.1194636272609897,-0.8712279465185363,2,1,1,0.2681771016012514,2,2,4,-0.7380458553254342,0,0,0.7728722578757155,3,-0.21219455054874353,0,-0.5153644897565868,0,0.610356571580303,0.12803630460758955,-0.961391723825186
-1.5589245346684946,1,3,-0.8139948456897733,-0.6365140576176144,2,3,6,-0.9630762579516642,2,0,4,0.5202328863731929,0,0,-1.0629089186403549,4,-0.48975072562788075,4,1.2962699124375134,0,-2.268946663103352,-1.112669478979227,-0.961391723825186
1.3690726616642692,2,16,1.1194636272609897,-0.8712279465185363,2,3,1,0.2681771016012514,2,1,4,-0.7380458553254342,0,0,0.7728722578757155,3,-0.10451722008644633,0,-0.5153644897565868,3,1.798187939024055,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,12,-0.8139948456897733,-0.8712279465185363,2,1,5,-0.3474495781752064,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,1,-0.2545964548197909,4,0.39045271134046333,2,-0.8055384184126494,0.12803630460758955,0.5912984496092958
1.3690726616642692,2,21,1.1194636272609897,-0.8712279465185363,6,1,1,0.8838037813777092,2,1,1,0.735060964224178,0,0,-1.0629089186403549,3,0.9175585321186502,3,-0.5153644897565868,1,3.119056419621507,-2.353375262566044,0.5912984496092958
-0.8269252355853036,1,5,-0.8139948456897733,-0.8712279465185363,2,3,1,-0.9630762579516642,2,2,0,-0.7380458553254342,0,0,-1.0629089186403549,5,-0.10731990459050277,3,1.2962699124375134,0,-0.9005649278081495,0.12803630460758955,-0.961391723825186
2.1010719607474604,2,16,1.1194636272609897,0.06762760908515152,2,1,1,2.1150571409306247,5,1,4,-0.7380458553254342,0,0,0.7728722578757155,3,0.05071533776726006,0,-0.5153644897565868,3,1.7031614296285547,0.12803630460758955,0.5912984496092958
1.3690726616642692,2,15,1.1194636272609897,-0.8712279465185363,2,1,1,-0.9630762579516642,2,2,0,-0.7380458553254342,0,0,0.7728722578757155,3,0.15495711948264937,4,-0.5153644897565868,2,1.327806717516329,-1.112669478979227,0.5912984496092958
-0.8269252355853036,1,19,1.1194636272609897,-0.8712279465185363,2,3,5,-0.9630762579516642,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,5,0.04095114659183764,4,-0.5153644897565868,0,-0.44443768270974876,0.12803630460758955,-0.961391723825186
0.6370733625810783,2,8,-0.8139948456897733,0.06762760908515152,2,1,3,0.8838037813777092,5,1,1,0.3667842593367749,0,0,0.7728722578757155,6,-0.11229240935576418,4,-0.5153644897565868,3,-0.20687140922099836,0.12803630460758955,0.5912984496092958
1.3690726616642692,2,24,1.1194636272609897,1.4759109424906833,2,3,1,-0.3474495781752064,2,1,1,-0.7380458553254342,0,4,-1.0629089186403549,4,-0.10831440554355505,0,-0.5153644897565868,3,0.01644088785842699,-1.112669478979227,0.5912984496092958
0.6370733625810783,2,16,1.1194636272609897,1.4759109424906833,2,1,1,-0.3474495781752064,2,2,4,0.58161233718776,0,3,0.7728722578757155,3,-0.5138899760337862,4,-0.5153644897565868,3,0.7053830809758032,-1.112669478979227,0.5912984496092958
-0.09492593650211265,1,14,-0.8139948456897733,0.06762760908515152,2,4,1,0.2681771016012514,5,3,4,0.9805787674824467,0,0,-1.0629089186403549,0,0.08615573536694142,4,0.39045271134046333,3,0.2920177651053774,0.12803630460758955,0.5912984496092958
0.6370733625810783,2,20,1.1194636272609897,0.06762760908515152,2,1,1,0.8838037813777092,5,2,0,-0.1856307979943297,0,0,0.7728722578757155,1,0.21498881337598721,3,-0.5153644897565868,5,1.6889074532192296,1.3687420881944061,0.5912984496092958
-0.8269252355853036,2,18,1.1194636272609897,3.118908164797137,2,1,6,1.499430461154167,5,0,4,-0.7380458553254342,0,1,0.7728722578757155,5,-0.4574746492424567,4,0.39045271134046333,0,-2.268946663103352,3.850153655368039,-0.961391723825186
0.6370733625810783,2,16,1.1194636272609897,1.4759109424906833,2,1,1,-0.3474495781752064,2,2,4,0.735060964224178,0,4,0.7728722578757155,3,-0.3956347717981147,3,-0.5153644897565868,3,0.030694864267752014,-1.112669478979227,0.5912984496092958
0.6370733625810783,2,8,-0.8139948456897733,0.5370553868869954,2,1,3,0.8838037813777092,7,2,4,0.029197279856655434,0,0,0.7728722578757155,6,-0.0705233693275683,4,-0.5153644897565868,5,-0.36841647519334864,0.12803630460758955,0.5912984496092958
0.6370733625810783,2,21,1.1194636272609897,-0.8712279465185363,2,1,1,-0.3474495781752064,2,2,4,-0.7380458553254342,0,0,0.7728722578757155,3,-0.29356281034393034,4,-0.5153644897565868,0,-0.36841647519334864,-1.112669478979227,-0.961391723825186
0.6370733625810783,2,21,-0.8139948456897733,0.06762760908515152,2,1,3,0.8838037813777092,5,1,4,0.658336650705969,0,0,0.7728722578757155,6,-0.12404560243729117,4,-0.5153644897565868,3,0.653118500808278,1.3687420881944061,0.5912984496092958
-0.8269252355853036,1,19,-0.8139948456897733,-0.8712279465185363,2,1,5,-0.9630762579516642,2,3,4,-0.7380458553254342,0,0,-1.0629089186403549,5,-0.22295324267721825,4,-0.5153644897565868,4,-0.558469493984349,0.12803630460758955,0.5912984496092958
-0.8269252355853036,1,12,-0.8139948456897733,-0.8712279465185363,2,1,0,-0.3474495781752064,2,2,4,-0.7380458553254342,0,0,-1.0629089186403549,5,-0.1603900918124746,4,1.2962699124375134,0,1.2945474392279042,0.12803630460758955,-0.961391723825186
-0.8269252355853036,1,19,1.1194636272609897,0.6544123313374565,5,1,2,-0.3474495781752064,6,1,1,-0.7380458553254342,0,0,0.7728722578757155,0,0.5334099367078182,2,-0.5153644897565868,5,0.634113198929178,0.12803630460758955,2.1439886230437777
-0.8269252355853036,1,12,1.1194636272609897,-0.8712279465185363,2,1,1,-0.3474495781752064,2,2,4,-0.7380458553254342,0,0,-1.0629089186403549,5,-0.23244620631999005,4,0.39045271134046333,0,-0.8055384184126494,0.12803630460758955,-0.961391723825186
-2.2909238337516853,1,17,1.1194636272609897,-0.8712279465185363,2,1,1,-0.3474495781752064,2,3,4,0.3514393966331331,0,0,-1.0629089186403549,0,-0.44545022862827904,4,2.202087113534563,0,-1.22365505975285,0.12803630460758955,-0.961391723825186
0.6370733625810783,2,21,-0.8139948456897733,0.06762760908515152,2,1,1,0.2681771016012514,5,2,4,-0.7380458553254342,0,0,0.7728722578757155,6,-0.23705707437505064,4,0.39045271134046333,0,0.4012982509102026,0.12803630460758955,-0.961391723825186
-0.09492593650211265,0,7,-0.8139948456897733,-0.16708627981577046,2,1,5,0.2681771016012514,0,3,0,-0.7380458553254342,0,0,-1.0629089186403549,6,0.14528333748477718,3,2.202087113534563,0,0.23975318493785236,0.12803630460758955,-0.961391723825186
2.1010719607474604,2,16,-0.8139948456897733,0.06762760908515152,2,3,3,2.7306838207070827,5,1,4,0.3667842593367749,0,0,2.6086534343917855,6,0.25051962015321877,4,-0.5153644897565868,3,1.6271402221121547,1.3687420881944061,2.1439886230437777
0.6370733625810783,2,14,-0.8139948456897733,-0.8712279465185363,2,3,1,0.2681771016012514,2,3,4,0.01385241715301364,0,0,0.7728722578757155,6,-0.03137619544832841,4,0.39045271134046333,3,0.24925583587740235,0.12803630460758955,0.5912984496092958
